"Customer name";"Media name";"Quantity";"Batch number";"Delivery date";"Media type";"Original ref";"Original quantity"
"Takeo";"Lysine Iron Agar";"80";"LIA270220-01";"2020-04-17";"Tube";"";""
"Takeo";"Sulfide Indole Motility Medium";"70";"SIM251219-03";"2020-04-17";"Tube";"";""
"Takeo";"Simmons Citrate Agar ";"60";"CIT250320-01";"2020-04-17";"Tube";"";""
"Takeo";"Urea Agar";"70";"URE230320-01";"2020-04-17";"Tube";"";""
"Takeo";"Trypticase Soy Broth ";"100";"TSB230320-01";"2020-04-17";"Tube";"";""
"Takeo";"Trypticase Soy Agar ";"150";"TSA090420-01";"2020-04-17";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Agar";"200";"BAP010420-02";"2020-04-21";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Mueller Hinton II Agar ";"150";"MHII250320-01";"2020-04-21";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Chocolate Agar";"80";"CHOC250320-01";"2020-04-21";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Chocolate Agar";"20";"CHOC310320-01";"2020-04-21";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"MacConkey Agar";"100";"MAC070420-01";"2020-04-21";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Hektoen Enteric Agar";"30";"HE170320-01";"2020-04-21";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Hektoen Enteric Agar";"20";"HE140420-01";"2020-04-21";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS190320-01";"2020-04-21";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Sheep Blood Mueller-Hinton Agar";"20";"SMH130420-01";"2020-04-21";"Plate";"";""
"Kossamak";"Chocolate Agar";"10";"CHOC310320-01";"2020-04-21";"Plate";"";""
"Kossamak";"Sulfide Indole Motility Medium";"40";"SIM251219-03";"2020-04-21";"Tube";"";""
"Kossamak";"Kligler Iron Agar";"40";"KIA050320-01";"2020-04-21";"Tube";"";""
"Kampong Cham";"Blood Agar";"150";"BAP010420-03";"2020-04-24";"Plate";"";""
"Kampong Cham";"Blood Agar";"30";"BAP010420-02";"2020-04-24";"Plate";"";""
"Kampong Cham";"Chocolate Agar";"260";"CHOC310320-01";"2020-04-24";"Plate";"";""
"Kampong Cham";"Mueller Hinton II Agar ";"80";"MHII250320-01";"2020-04-24";"Plate";"";""
"Kampong Cham";"Mueller Hinton II Agar ";"120";"MHII020420-01";"2020-04-24";"Plate";"";""
"Kampong Cham";"MacConkey Agar";"60";"MAC070420-01";"2020-04-24";"Plate";"";""
"Kampong Cham";"Sheep Blood Mueller-Hinton Agar";"40";"SMH130420-01";"2020-04-24";"Plate";"";""
"Kampong Cham";"Mannitol Salt Agar";"20";"MSA200420-01";"2020-04-24";"Plate";"";""
"Kampong Cham";"Mannitol Salt Agar";"20";"MSA240320-01";"2020-04-24";"Plate";"";""
"Kampong Cham";"Hektoen Enteric Agar";"20";"HE140420-01";"2020-04-24";"Plate";"";""
"Kampong Cham";"Ashdown's Agar";"20";"ASHA070420-01";"2020-04-24";"Plate";"";""
"Kampong Cham";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"20";"TCBS190320-01";"2020-04-24";"Plate";"";""
"Kampong Cham";"Lysine Iron Agar";"30";"LIA270220-01";"2020-04-24";"Tube";"";""
"Kampong Cham";"Sulfide Indole Motility Medium";"50";"SIM251219-03";"2020-04-24";"Tube";"";""
"Kampong Cham";"Simmons Citrate Agar ";"50";"CIT050320-01";"2020-04-24";"Tube";"";""
"Kampong Cham";"Urea Agar";"20";"URE230320-01";"2020-04-24";"Tube";"";""
"Kampong Cham";"Urea Agar";"30";"URE240320-01";"2020-04-24";"Tube";"";""
"Kampong Cham";"Trypticase Soy Agar ";"10";"TSA090420-01";"2020-04-24";"Tube";"";""
"Kampong Cham";"Trypticase Soy Broth + 20% glycerol";"40";"TSBG080420-01";"2020-04-24";"Tube";"";""
"Sunrise Hospital";"Blood Agar";"30";"BAP160420-01";"2020-05-07";"Plate";"";""
"Sunrise Hospital";"Mueller Hinton II Agar ";"50";"MHII020420-01";"2020-05-07";"Plate";"";""
"Sunrise Hospital";"MacConkey Agar";"30";"MAC090420-01";"2020-05-07";"Plate";"";""
"Sunrise Hospital";"Kligler Iron Agar";"30";"KIA050320-01";"2020-05-07";"Tube";"";""
"Sunrise Hospital";"Lysine Iron Agar";"20";"LIA230320-01";"2020-05-07";"Tube";"";""
"Sunrise Hospital";"Sulfide Indole Motility Medium";"30";"SIM251219-03";"2020-05-07";"Tube";"";""
"Sunrise Hospital";"Simmons Citrate Agar ";"30";"CIT050320-01";"2020-05-07";"Tube";"";""
"Sunrise Hospital";"Urea Agar";"30";"URE240320-01";"2020-05-07";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Blood Culture Bottle (adult)";"38";"BHI A260320-02";"2020-05-08";"Adult Bottle";"";""
"Khmer Soviet Friendship Hospital";"Blood Culture Bottle (adult)";"112";"BHI A270320-01";"2020-05-08";"Adult Bottle";"";""
"Khmer Soviet Friendship Hospital";"Blood Agar";"140";"BAP060420-01";"2020-05-08";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Blood Agar";"60";"BAP160420-01";"2020-05-08";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mueller Hinton II Agar ";"100";"MHII020420-01";"2020-05-08";"Plate";"";""
"Khmer Soviet Friendship Hospital";"MacConkey Agar";"200";"MAC090420-01";"2020-05-08";"Plate";"";""
"Biobykin";"Blood Agar";"40";"BAP160420-01";"2020-05-08";"Plate";"";""
"Biobykin";"Chocolate Agar";"30";"CHOC150420-01";"2020-05-08";"Plate";"";""
"Biobykin";"MacConkey Agar";"20";"MAC090420-01";"2020-05-08";"Plate";"";""
"Biobykin";"Mueller Hinton II Agar ";"40";"MHII020420-01";"2020-05-08";"Plate";"";""
"Biobykin";"Kligler Iron Agar";"10";"KIA250320-01";"2020-05-08";"Tube";"";""
"Biobykin";"Lysine Iron Agar";"10";"LIA230320-01";"2020-05-08";"Tube";"";""
"Biobykin";"Simmons Citrate Agar ";"10";"CIT050320-01";"2020-05-08";"Tube";"";""
"Biobykin";"Sulfide Indole Motility Medium";"10";"SIM251219-03";"2020-05-08";"Tube";"";""
"Biobykin";"Urea Agar";"10";"URE240320-01";"2020-05-08";"Tube";"";""
"Battambang";"Blood Culture Bottle (adult)";"104";"BHI A270320-01";"2020-05-12";"Adult Bottle";"";""
"Battambang";"Blood Culture Bottle (adult)";"116";"BHI A020420-02";"2020-05-12";"Adult Bottle";"";""
"Battambang";"Blood Culture Bottle (child)";"40";"BHI P300320-01";"2020-05-12";"Child Bottle";"";""
"Battambang";"Chocolate Agar";"150";"CHOC150420-01";"2020-05-12";"Plate";"";""
"Battambang";"Mueller Hinton II Agar ";"80";"MHII200420-01";"2020-05-12";"Plate";"";""
"Battambang";"MacConkey Agar";"60";"MAC170420-01";"2020-05-12";"Plate";"";""
"Battambang";"Sheep Blood Mueller-Hinton Agar";"20";"SMH130420-01";"2020-05-12";"Plate";"";""
"Battambang";"Mannitol Salt Agar";"120";"MSA200420-01";"2020-05-12";"Plate";"";""
"Battambang";"Ashdown's Agar";"40";"ASHA070420-01";"2020-05-12";"Plate";"";""
"Battambang";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"30";"TCBS200320-02";"2020-05-12";"Plate";"";""
"Battambang";"Sulfide Indole Motility Medium";"40";"SIM251219-03";"2020-05-12";"Tube";"";""
"Battambang";"Simmons Citrate Agar ";"70";"CIT050320-01";"2020-05-12";"Tube";"";""
"Battambang";"Urea Agar";"80";"URE240320-01";"2020-05-12";"Tube";"";""
"Battambang";"Trypticase Soy Broth + 20% glycerol";"50";"TSBG080420-01";"2020-05-12";"Tube";"";""
"Battambang";"Blood Agar";"90";"BAP160420-01";"2020-05-12";"Plate";"";""
"Battambang";"Blood Agar";"80";"BAP160420-02";"2020-05-12";"Plate";"";""
"Institute Pasteur Cambodge";"Blood Agar";"20";"BAP160420-02";"2020-05-13";"Plate";"";""
"Kossamak";"Blood Agar";"200";"BAP160420-02";"2020-05-13";"Plate";"";""
"Kossamak";"Blood Agar";"50";"BAP210420-01";"2020-05-13";"Plate";"";""
"Kossamak";"Mueller Hinton II Agar ";"100";"MHII200420-01";"2020-05-13";"Plate";"";""
"Kossamak";"Chocolate Agar";"40";"CHOC150420-01";"2020-05-13";"Plate";"";""
"Kossamak";"Kligler Iron Agar";"60";"KIA250320-01";"2020-05-13";"Tube";"";""
"Kossamak";"Lysine Iron Agar";"60";"LIA230320-01";"2020-05-13";"Tube";"";""
"Kossamak";"Sulfide Indole Motility Medium";"60";"SIM251219-03";"2020-05-13";"Tube";"";""
"Kossamak";"Urea Agar";"60";"URE240320-01";"2020-05-13";"Tube";"";""
"Kossamak";"Simmons Citrate Agar ";"10";"CIT050320-01";"2020-05-13";"Tube";"";""
"Kossamak";"Simmons Citrate Agar ";"50";"CIT250320-01";"2020-05-13";"Tube";"";""
"Kossamak";"Mannitol Salt Agar";"40";"MSA110520-01";"2020-05-13";"Plate";"";""
"Central Media Making Laboratory";"Mannitol Salt Agar";"10";"MSA110520-01";"2020-05-13";"Plate";"";""
"Diagnostic and Detection Laboratory";"Blood Agar";"20";"BAP160420-02";"2020-05-12";"Plate";"";""
"Diagnostic and Detection Laboratory";"Chocolate Agar";"20";"CHOC150420-01";"2020-05-12";"Plate";"";""
"Diagnostic and Detection Laboratory";"MacConkey Agar";"20";"MAC090420-01";"2020-05-12";"Plate";"";""
"Diagnostic and Detection Laboratory";"Mannitol Salt Agar";"10";"MSA200420-01";"2020-05-12";"Plate";"";""
"Diagnostic and Detection Laboratory";"Hektoen Enteric Agar";"10";"HE140420-01";"2020-05-12";"Plate";"";""
"Diagnostic and Detection Laboratory";"Kligler Iron Agar";"10";"KIA050320-01";"2020-05-12";"Tube";"";""
"Diagnostic and Detection Laboratory";"Lysine Iron Agar";"10";"LIA230320-01";"2020-05-12";"Tube";"";""
"Diagnostic and Detection Laboratory";"Simmons Citrate Agar ";"10";"CIT050320-01";"2020-05-12";"Tube";"";""
"Diagnostic and Detection Laboratory";"Urea Agar";"10";"URE240320-01";"2020-05-12";"Tube";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"98";"BHI A020420-02";"2020-05-18";"Adult Bottle";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"226";"BHI A030420-01";"2020-05-18";"Adult Bottle";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"76";"BHI A030420-02";"2020-05-18";"Adult Bottle";"";""
"Siem Reap";"Blood Culture Bottle (child)";"40";"BHI P300320-01";"2020-05-18";"Child Bottle";"";""
"Siem Reap";"Blood Agar";"280";"BAP210420-01";"2020-05-18";"Plate";"";""
"Siem Reap";"Chocolate Agar";"60";"CHOC150420-01";"2020-05-18";"Plate";"";""
"Siem Reap";"Chocolate Agar";"320";"CHOC220420-01";"2020-05-18";"Plate";"";""
"Siem Reap";"Chocolate Agar";"70";"CHOC280420-01";"2020-05-18";"Plate";"";""
"Siem Reap";"Mueller Hinton II Agar ";"150";"MHII200420-01";"2020-05-18";"Plate";"";""
"Siem Reap";"MacConkey Agar";"100";"MAC090420-01";"2020-05-18";"Plate";"";""
"Siem Reap";"Sheep Blood Mueller-Hinton Agar";"20";"SMH130420-01";"2020-05-18";"Plate";"";""
"Siem Reap";"Mannitol Salt Agar";"40";"MSA110520-01";"2020-05-18";"Plate";"";""
"Siem Reap";"Ashdown's Agar";"20";"ASHA070420-01";"2020-05-18";"Plate";"";""
"Siem Reap";"Kligler Iron Agar";"60";"KIA250320-01";"2020-05-18";"Tube";"";""
"Siem Reap";"Lysine Iron Agar";"60";"LIA230320-01";"2020-05-18";"Tube";"";""
"Siem Reap";"Sulfide Indole Motility Medium";"60";"SIM140420-01";"2020-05-18";"Tube";"";""
"Siem Reap";"Simmons Citrate Agar ";"60";"CIT250320-01";"2020-05-18";"Tube";"";""
"Siem Reap";"Urea Agar";"60";"URE240320-01";"2020-05-18";"Tube";"";""
"Siem Reap";"Blood Agar";"170";"BAP040520-01";"2020-05-18";"Plate";"";""
"Siem Reap";"Sheep Blood Mueller-Hinton Agar";"20";"SMH070520-01";"2020-05-18";"Plate";"";""
"Siem Reap";"Hektoen Enteric Agar";"10";"HE070520-01";"2020-05-18";"Plate";"";""
"Diagnostic and Detection Laboratory";"Blood Culture Bottle (adult)";"10";"BHI A030420-02";"2020-05-18";"Adult Bottle";"";""
"Pro Laboratory";"Blood Agar";"10";"BAP040520-01";"2020-05-18";"Plate";"";""
"Pro Laboratory";"Mueller Hinton II Agar ";"10";"MHII200420-01";"2020-05-18";"Plate";"";""
"Pro Laboratory";"MacConkey Agar";"10";"MAC090420-01";"2020-05-18";"Plate";"";""
"Urology clinic";"MacConkey Agar";"20";"MAC220420-01";"2020-05-18";"Plate";"";""
"Urology clinic";"Mueller Hinton II Agar ";"20";"MHII200420-01";"2020-05-18";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Culture Bottle (adult)";"10";"BHI A020420-02";"2020-05-20";"Adult Bottle";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Culture Bottle (child)";"10";"BHI P300320-01";"2020-05-20";"Child Bottle";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Agar";"120";"BAP040520-01";"2020-05-20";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Chocolate Agar";"100";"CHOC280420-01";"2020-05-20";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Mueller Hinton II Agar ";"200";"MHII230420-01";"2020-05-20";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"MacConkey Agar";"20";"MAC090420-01";"2020-05-20";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"MacConkey Agar";"60";"MAC220420-01";"2020-05-20";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Sheep Blood Mueller-Hinton Agar";"30";"SMH070520-01";"2020-05-20";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Mannitol Salt Agar";"10";"MSA110520-01";"2020-05-20";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Hektoen Enteric Agar";"50";"HE070520-01";"2020-05-20";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Kligler Iron Agar";"150";"KIA250320-01";"2020-05-20";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Lysine Iron Agar";"150";"LIA230320-01";"2020-05-20";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Sulfide Indole Motility Medium";"150";"SIM140420-01";"2020-05-20";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Simmons Citrate Agar ";"150";"CIT250320-01";"2020-05-20";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Urea Agar";"150";"URE060420-01";"2020-05-20";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Trypticase Soy Agar ";"20";"TSA270420-01";"2020-05-20";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Agar";"130";"BAP120520-01";"2020-05-20";"Plate";"";""
"Takeo";"Blood Culture Bottle (adult)";"149";"BHI A030420-02";"2020-05-25";"Adult Bottle";"";""
"Takeo";"Blood Culture Bottle (adult)";"61";"BHI A080420-01";"2020-05-25";"Adult Bottle";"";""
"Takeo";"Blood Culture Bottle (child)";"100";"BHI P300320-01";"2020-05-25";"Child Bottle";"";""
"Takeo";"Blood Agar";"170";"BAP120520-01";"2020-05-25";"Plate";"";""
"Takeo";"Blood Agar";"140";"BAP190520-02";"2020-05-25";"Plate";"";""
"Takeo";"Chocolate Agar";"140";"CHOC280420-01";"2020-05-25";"Plate";"";""
"Takeo";"Chocolate Agar";"70";"CHOC180520-01";"2020-05-25";"Plate";"";""
"Takeo";"Mueller Hinton II Agar ";"120";"MHII230420-01";"2020-05-25";"Plate";"";""
"Takeo";"MacConkey Agar";"80";"MAC220420-01";"2020-05-25";"Plate";"";""
"Takeo";"Sheep Blood Mueller-Hinton Agar";"20";"SMH070520-01";"2020-05-25";"Plate";"";""
"Takeo";"Mannitol Salt Agar";"60";"MSA110520-01";"2020-05-25";"Plate";"";""
"Takeo";"Hektoen Enteric Agar";"10";"HE070520-01";"2020-05-25";"Plate";"";""
"Takeo";"Hektoen Enteric Agar";"10";"HE180520-01";"2020-05-25";"Plate";"";""
"Takeo";"Ashdown's Agar";"30";"ASHA070420-01";"2020-05-25";"Plate";"";""
"Takeo";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS120520-01";"2020-05-25";"Plate";"";""
"Takeo";"Kligler Iron Agar";"40";"KIA250320-01";"2020-05-25";"Tube";"";""
"Takeo";"Kligler Iron Agar";"10";"KIA210420-01";"2020-05-25";"Tube";"";""
"Takeo";"Lysine Iron Agar";"30";"LIA230320-01";"2020-05-25";"Tube";"";""
"Takeo";"Lysine Iron Agar";"20";"LIA060420-01";"2020-05-25";"Tube";"";""
"Takeo";"Sulfide Indole Motility Medium";"50";"SIM140420-01";"2020-05-25";"Tube";"";""
"Takeo";"Simmons Citrate Agar ";"50";"CIT250320-01";"2020-05-25";"Tube";"";""
"Takeo";"Urea Agar";"50";"URE060420-01";"2020-05-25";"Tube";"";""
"Takeo";"Trypticase Soy Agar ";"100";"TSA270420-01";"2020-05-25";"Tube";"";""
"Kampong Cham";"Blood Culture Bottle (adult)";"100";"BHI A080420-01";"2020-05-25";"Adult Bottle";"";""
"Kampong Cham";"Blood Agar";"100";"BAP190520-02";"2020-05-25";"Plate";"";""
"Kampong Cham";"Chocolate Agar";"50";"CHOC180520-01";"2020-05-25";"Plate";"";""
"Kampong Cham";"Mueller Hinton II Agar ";"50";"MHII230420-01";"2020-05-25";"Plate";"";""
"Kampong Cham";"Mueller Hinton II Agar ";"50";"MHII290420-01";"2020-05-25";"Plate";"";""
"Kampong Cham";"MacConkey Agar";"60";"MAC220420-01";"2020-05-25";"Plate";"";""
"Kampong Cham";"Sheep Blood Mueller-Hinton Agar";"20";"SMH070520-01";"2020-05-25";"Plate";"";""
"Kampong Cham";"Mannitol Salt Agar";"30";"MSA110520-01";"2020-05-25";"Plate";"";""
"Kampong Cham";"Hektoen Enteric Agar";"20";"HE180520-01";"2020-05-25";"Plate";"";""
"Kampong Cham";"Ashdown's Agar";"10";"ASHA070420-01";"2020-05-25";"Plate";"";""
"Kampong Cham";"Ashdown's Agar";"10";"ASHA120520-01";"2020-05-25";"Plate";"";""
"Kampong Cham";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"20";"TCBS120520-01";"2020-05-25";"Plate";"";""
"Kampong Cham";"Kligler Iron Agar";"80";"KIA210420-01";"2020-05-25";"Tube";"";""
"Kampong Cham";"Trypticase Soy Agar ";"10";"TSA270420-01";"2020-05-25";"Tube";"";""
"Kampong Cham";"Trypticase Soy Broth + 20% glycerol";"10";"TSBG080420-01";"2020-05-25";"Tube";"";""
"Pro Laboratory";"Blood Culture Bottle (adult)";"20";"BHI A100420-01";"2020-05-27";"Adult Bottle";"";""
"Central Media Making Laboratory";"Blood Agar";"10";"BAP190520-02";"2020-05-21";"Plate";"";""
"Central Media Making Laboratory";"Mueller Hinton II Agar ";"10";"MHII290420-01";"2020-05-01";"Plate";"";""
"Central Media Making Laboratory";"MacConkey Agar";"20";"MAC290420-01";"2020-05-01";"Plate";"";""
"Svay Rieng";"Blood Agar";"10";"BAP040520-01";"2020-05-27";"Plate";"";""
"Svay Rieng";"Blood Agar";"50";"BAP190520-02";"2020-05-27";"Plate";"";""
"Svay Rieng";"Chocolate Agar";"20";"CHOC180520-01";"2020-05-27";"Plate";"";""
"Svay Rieng";"Mueller Hinton II Agar ";"20";"MHII290420-01";"2020-05-27";"Plate";"";""
"US NAMRU-2";"Blood Culture Bottle (adult)";"50";"BHI A080420-01";"2020-05-27";"Adult Bottle";"";""
"US NAMRU-2";"Blood Agar";"10";"BAP190520-02";"2020-05-27";"Plate";"";""
"US NAMRU-2";"Blood Agar";"90";"BAP200520-01";"2020-05-27";"Plate";"";""
"US NAMRU-2";"Chocolate Agar";"100";"CHOC200520-01";"2020-05-27";"Plate";"";""
"US NAMRU-2";"Mueller Hinton II Agar ";"100";"MHII290420-01";"2020-05-27";"Plate";"";""
"US NAMRU-2";"MacConkey Agar";"50";"MAC220420-01";"2020-05-27";"Plate";"";""
"US NAMRU-2";"Lysine Iron Agar";"100";"LIA060420-01";"2020-05-27";"Tube";"";""
"US NAMRU-2";"Sulfide Indole Motility Medium";"100";"SIM140420-01";"2020-05-27";"Tube";"";""
"US NAMRU-2";"Simmons Citrate Agar ";"70";"CIT210420-01";"2020-05-27";"Tube";"";""
"Battambang";"Blood Agar";"200";"BAP200520-01";"2020-05-28";"Plate";"";""
"Battambang";"Kligler Iron Agar";"260";"KIA210420-01";"2020-05-28";"Tube";"";""
"Battambang";"Kligler Iron Agar";"240";"KIA190520-01";"2020-05-28";"Tube";"";""
"Battambang";"MacConkey Agar";"100";"MAC220420-01";"2020-05-28";"Plate";"";""
"Battambang";"MacConkey Agar";"100";"MAC290420-01";"2020-05-28";"Plate";"";""
"Battambang";"Mueller Hinton II Agar ";"60";"MHII290420-01";"2020-05-28";"Plate";"";""
"Battambang";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"30";"TCBS120520-01";"2020-05-28";"Plate";"";""
"Battambang";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"20";"TCBS250520-01";"2020-05-28";"Plate";"";""
"Sunrise Hospital";"Blood Agar";"20";"BAP200520-01";"2020-05-28";"Plate";"";""
"Sunrise Hospital";"Mueller Hinton II Agar ";"20";"MHII290420-01";"2020-05-28";"Plate";"";""
"Sihanouk Hospital Center of Hope";"Blood Culture Bottle (adult)";"17";"BHI A080420-01";"2020-06-03";"Adult Bottle";"";""
"Sihanouk Hospital Center of Hope";"Blood Culture Bottle (adult)";"209";"BHI A100420-01";"2020-06-03";"Adult Bottle";"";""
"Sihanouk Hospital Center of Hope";"Blood Culture Bottle (adult)";"224";"BHI A240420-01";"2020-06-03";"Adult Bottle";"";""
"Sihanouk Hospital Center of Hope";"Blood Culture Bottle (adult)";"50";"BHI A300420-01";"2020-06-03";"Adult Bottle";"";""
"Sihanouk Hospital Center of Hope";"Mueller Hinton II Agar ";"";"MHII290420-01";"2020-06-03";"Plate";"";""
"Sihanouk Hospital Center of Hope";"Mueller Hinton II Agar ";"200";"MHII250520-01";"2020-06-03";"Plate";"";""
"BOM";"Blood Agar";"100";"BAP280520-01";"2020-06-01";"Plate";"";""
"BOM";"MacConkey Agar";"100";"MAC270520-01";"2020-06-01";"Plate";"";""
"BOM";"Chocolate Agar";"50";"CHOC180520-01";"2020-06-01";"Plate";"";""
"Central Media Making Laboratory";"Blood Agar";"10";"BAP200520-01";"2020-06-01";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Blood Agar";"200";"BAP260520-01";"2020-06-03";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mueller Hinton II Agar ";"20";"MHII290420-01";"2020-06-03";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mueller Hinton II Agar ";"80";"MHII250520-01";"2020-06-03";"Plate";"";""
"Khmer Soviet Friendship Hospital";"MacConkey Agar";"150";"MAC290420-01";"2020-06-03";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Kligler Iron Agar";"80";"KIA190520-01";"2020-06-03";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Lysine Iron Agar";"80";"LIA060420-01";"2020-06-03";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Sulfide Indole Motility Medium";"80";"SIM140420-01";"2020-06-03";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Simmons Citrate Agar ";"80";"CIT210420-01";"2020-06-03";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Urea Agar";"80";"URE060420-01";"2020-06-03";"Tube";"";""
"Sunrise Hospital";"Blood Agar";"30";"BAP260520-01";"2020-06-03";"Plate";"";""
"Sunrise Hospital";"Mueller Hinton II Agar ";"30";"MHII250520-01";"2020-06-03";"Plate";"";""
"Sunrise Hospital";"Chocolate Agar";"20";"CHOC180520-01";"2020-06-03";"Plate";"";""
"Sunrise Hospital";"Hektoen Enteric Agar";"10";"HE180520-01";"2020-06-03";"Plate";"";""
"Sunrise Hospital";"Mannitol Salt Agar";"10";"MSA110520-01";"2020-06-03";"Plate";"";""
"Khmer Soviet Friendship Hospital";"MacConkey Agar";"50";"MAC270520-01";"2020-06-03";"Plate";"";""
"Biobykin";"Blood Agar";"40";"BAP280520-01";"2020-06-04";"Plate";"";""
"Biobykin";"Chocolate Agar";"30";"CHOC180520-01";"2020-06-04";"Plate";"";""
"Biobykin";"MacConkey Agar";"20";"MAC270520-01";"2020-06-04";"Plate";"";""
